Video ID,Title,Channel,Channel Subscribers,View Count,Likes,Dislikes,Comment Count,Published Date,Duration
U6uD52hAzPk,Names of first Israeli hostages released,ABC News,15400000,6580,50,-1,31,2023-11-24T19:50:50Z,60
wKFS4UVbWKY,Biden delivers remarks on hostage release,ABC News,15400000,5856,98,21,154,2023-11-24T20:13:55Z,582
RfcfqYIrOz4,Looking ahead as first group of Israeli hostages released by Hamas,ABC News,15400000,4683,40,-1,19,2023-11-24T19:31:53Z,265
5YBOZQ7j_nk,Red Cross convoy believed to be carrying hostages released by Hamas crosses into Egypt from Gaza,ABC News,15400000,19289,315,3,17,2023-11-24T17:09:15Z,59
WUzEsU5TfZ4,24 hostages released from Gaza: Red Cross,ABC News,15400000,21427,180,-1,104,2023-11-24T16:58:58Z,248
vgQZ7XQWYYM,"First group of hostages released from Gaza amid cease-fire, sources say",ABC News,15400000,32519,666,-1,212,2023-11-24T15:29:52Z,220
DHNuj42AAt4,Cease-fire between Hamas and Israel underway,ABC News,15400000,12112,154,1,85,2023-11-24T09:35:02Z,180
_5TIFEw_eQo,"Cease-fire, hostage release will not happen before Friday: Senior Israeli official",ABC News,15400000,3991,58,-1,20,2023-11-23T15:37:26Z,245
ynW1MruXti4,Urgent preparations underway for swap of Hamas hostages and jailed Palestinians,ABC News,15400000,13923,121,1,44,2023-11-23T03:45:03Z,766
C9QBluc2300,Retracing the horror of Israel's 'Black Sabbath',ABC News,15400000,20913,593,-1,67,2023-11-22T19:08:33Z,60
OLjUksOg070,"About 50 hostages expected to be released by Hamas, including 3 Americans",ABC News,15400000,52534,163,1,205,2023-11-22T17:13:42Z,199
ypEYmXxXhC0,Israel and Hamas agree on deal to free at least 50 hostages,ABC News,15400000,50622,239,-1,276,2023-11-22T15:41:41Z,185
GlP8rs-u-gc,Defining the words and actions surrounding the Israel-Hamas war,ABC News,15400000,3724,37,-1,51,2023-11-22T04:40:00Z,348
Gl24UkA2t-g,Retracing the horror of Israel's 'Black Sabbath',ABC News,15400000,12381,228,4,100,2023-11-22T04:20:00Z,709
RDW6MuiNJDg,Father of missing Israeli-American IDF soldier: 'Pain is an understatement',ABC News,15400000,1477,30,-1,11,2023-11-22T03:26:58Z,344
uZZeSbz6dmE,Israel Cabinet approves deal for hostage release,ABC News,15400000,11746,126,3,73,2023-11-22T02:38:45Z,204
nSJWMnCgFUM,Israel faces ‘unprecedented’ hostage crisis ahead of vote on potential deal,ABC News,15400000,11228,58,-1,104,2023-11-21T17:30:08Z,227
LWqiLTvYBZs,Hostage deal with Hamas could be reached ‘at any point’,ABC News,15400000,7347,90,0,39,2023-11-21T15:13:48Z,97
w1Llhi5PX7s,Co-Director of Women Wage Peace: ‘We don't want any more victims on either side’,ABC News,15400000,2328,35,-1,38,2023-11-18T02:15:04Z,368
Li3Ow9kj6Ks,IDF continues raid on Gaza hospital,ABC News,15400000,118250,1035,-1,671,2023-11-18T01:30:11Z,246
HGDkuAZ_C88,Doctor recounts the horror his colleagues in Gaza are facing,ABC News,15400000,6049,95,0,118,2023-11-17T19:44:43Z,543
H6JKKwN7Z2U,Children of war: Stories from Gaza and Israel,ABC News,15400000,56397,418,-1,264,2023-11-17T19:13:38Z,167
mA-Z00SXY4M,"In Israeli kibbutz rampaged by Hamas, volunteers still cleaning blood from homes",ABC News,15400000,7475,78,0,24,2023-11-17T16:08:26Z,152
a3s38NMD_MU,Israeli forces searching Gaza hospital complex,ABC News,15400000,58342,468,-1,353,2023-11-17T15:27:21Z,195
mLd9nNkS7-o,Israel says it recovered the body of a hostage near Al-Shifa hospital,ABC News,15400000,101200,1100,-1,526,2023-11-17T01:58:32Z,262
aHdDHCW7GQM,"Israeli hostage release negotiations progressing, officials say",ABC News,15400000,12227,106,2,39,2023-11-16T15:27:22Z,225
l7sFsTZZBNk,Israel-Hamas war protest in DC turns violent: members of congress evacuated,ABC News,15400000,65078,612,-1,1217,2023-11-16T13:15:36Z,195
ZY-b_ADYDqQ,"Negotiations progressing in hostage release deal, officials say",ABC News,15400000,40902,315,31,188,2023-11-16T02:50:00Z,316
8izsfFQFaik,"Families of hostages march to Jerusalem, demanding their release",ABC News,15400000,41083,259,-1,362,2023-11-15T18:46:02Z,187
qoeapQPq5Ac,Israeli military gives tour of attacked Gaza hospital,ABC News,15400000,385702,2671,1952,1713,2023-11-15T08:14:01Z,208
kEWdEJio-UA,Massive pro-Israel rally held in Washington,ABC News,15400000,201795,3246,-1,1811,2023-11-15T03:52:12Z,326
VjzXvL0rhWE,US Intelligence confirms Israeli claims that Hamas is using hospitals as bases,ABC News,15400000,27774,303,-1,385,2023-11-15T04:01:02Z,206
q2MW2eORBIE,Deep inside Israel's siege of Gaza,ABC News,15400000,351594,2647,441,1075,2023-11-15T04:20:00Z,577
kSesWgJLFOc,ABC News' Matt Gutman reports from inside Gaza,ABC News,15400000,72921,1517,-1,321,2023-11-14T23:44:18Z,60
0uERCHfBURM,Thousands gather in DC for 'March for Israel',ABC News,15400000,13247,297,75,406,2023-11-14T17:26:15Z,166
H8Ds-MQtb1I,IDF soldier brings ABC News into the Gaza war zone,ABC News,15400000,103344,875,-1,568,2023-11-14T15:42:56Z,281
7MMzth4153k,'Most grim thing I've seen in my entire career': WHO spokesperson on Gaza hospitals,ABC News,15400000,6904,76,-1,67,2023-11-14T06:00:03Z,273
9MPPSYFKxyw,Familes of hostages held by Hamas hold news conference in Tel Aviv,ABC News,15400000,27121,828,11,108,2023-11-13T22:50:22Z,51
Q6etVW28NcM,Gaza’s biggest hospitals stop functioning as conflict escalates,ABC News,15400000,10254,89,-1,158,2023-11-13T20:09:05Z,540
hN1wFFq1R5g,Battle rages near Gaza’s largest hospital,ABC News,15400000,35814,596,0,347,2023-11-13T15:22:40Z,207
6l4pGUIEcKY,Toddler among Americans taken hostage by Hamas,ABC News,15400000,5706,54,-1,44,2023-11-13T12:21:12Z,157
4w-QYOAm6JE,American woman reunites with family after escaping the war in Gaza,ABC News,15400000,3899,61,0,18,2023-11-12T18:30:05Z,179
3H9ZD3HqbQI,Netanyahu rejects calls for cease-fire,ABC News,15400000,72687,767,-1,1126,2023-11-12T18:04:39Z,197
Ypwo1WlAWLM,US is ‘actively engaged’ in ongoing hostage negotiations: Jake Sullivan,ABC News,15400000,9684,89,-1,67,2023-11-12T17:50:17Z,426
aBgQzofT2xk,Gazans flee as new strikes hit hospitals,ABC News,15400000,21896,281,0,330,2023-11-11T18:30:00Z,236
3GMoMw4RwHY,Doctor who worked in Gaza describes dire situation at Al-Shifa Hospital,ABC News,15400000,67707,1428,-1,975,2023-11-11T04:25:18Z,323
ORDiw90fICA,Warnings from US diplomats abroad,ABC News,15400000,25316,231,15,96,2023-11-11T03:30:12Z,107
NDvxX4J2NLE,Israeli airstrikes trigger mass evacuations in Gaza,ABC News,15400000,104869,732,-1,983,2023-11-11T02:51:45Z,248
1EqeyZDjTVY,Tensions turn deadly in West Bank between Jewish settlers and Palestinians,ABC News,15400000,281849,2489,-1,3547,2023-11-11T02:01:04Z,489
o8L_lryjNdA,"Surgeon in Gaza talks about difficult injuries, lack of resources",ABC News,15400000,10719,126,0,112,2023-11-10T21:02:20Z,495
3FVFAUFwqkc,Heavy fighting and explosions rock several hospitals in Gaza City,ABC News,15400000,16431,115,-1,131,2023-11-10T17:08:35Z,359
_Pw5CFnk2RI,White House criticizes Israel over pace of humanitarian pauses in Gaza,ABC News,15400000,88894,365,300,969,2023-11-10T16:28:43Z,190
MJE0qlf7HPw,Negotiations continue as images are released of 2 hostages held in Gaza,ABC News,15400000,17954,81,-1,66,2023-11-10T15:17:00Z,292
-FxL5gOWy8U,Father discovers 8-year-old daughter may still be alive and held hostage by Hamas,ABC News,15400000,11479,206,7,17,2023-11-10T01:01:04Z,53
TwRevr6ZWzo,Critical humanitarian aid being delayed getting into Gaza,ABC News,15400000,4297,53,-1,39,2023-11-09T17:30:07Z,176
jtVANfIWBzI,Israel-Hamas war: hostage negotiations intensify in Gaza,ABC News,15400000,66569,384,9,235,2023-11-09T15:24:33Z,246
-FQC7BjTrwM,Israel agrees to 4-hour pauses in Gaza each day,ABC News,15400000,43684,409,-1,435,2023-11-09T16:41:57Z,284
kwxolVgzvOw,Israel Hamas war: Two Israeli Americans caught in the middle,ABC News,15400000,3670,27,-1,8,2023-11-09T01:24:45Z,339
cl3bTtwB9DQ,Israel-Hamas war enters second month,ABC News,15400000,3452,40,0,12,2023-11-09T01:12:29Z,171
G_K3x5m69cQ,Israel-Hamas war: More tunnels uncovered by Israel Defense Forces,ABC News,15400000,201735,750,-1,416,2023-11-09T01:13:04Z,237
v9a586bN8G4,Houthi forces shoot down US military drone near Yemen: Officials,ABC News,15400000,352850,3221,683,1853,2023-11-08T23:59:49Z,379
7K6ADHILWkc,"What the IDF says they're encountering while fighting in the ""heart"" of Gaza City",ABC News,15400000,32605,226,-1,202,2023-11-08T19:56:37Z,241
T8_XYEa_9gI,Hamas says it’s ready to release hostages,ABC News,15400000,103035,487,-1,434,2023-11-08T18:13:21Z,172
mbzJUgJTZKU,Israeli troops push into 'heart' of Gaza City,ABC News,15400000,43276,381,0,202,2023-11-08T15:35:21Z,233
nQQLfsKmo8k,"Israeli military claims they are fighting in the ""heart"" of Gaza City",ABC News,15400000,36870,235,-1,234,2023-11-08T03:46:00Z,295
uM8_b0EeJ9k,How Israel is marking one month since the deadly Hamas terror attacks,ABC News,15400000,6327,64,0,63,2023-11-07T20:03:50Z,234
Trr4xoADCKI,An American-Palestinian father pleads for return of his family stuck in Gaza,ABC News,15400000,3142,41,-1,36,2023-11-07T20:03:21Z,330
pQIBbCMSKPU,"'Post-conflict in Gaza can't involve Hamas,' says National Security Council spokesman John Kirby",ABC News,15400000,5938,44,0,70,2023-11-07T19:43:03Z,183
KzoMIHg6cE0,Families of Hamas hostages plead for continued support one month after attack in Israel,ABC News,15400000,4728,58,-1,79,2023-11-07T16:36:36Z,562
XYKoACzGXzQ,Civilian death toll mounts in Gaza as humanitarian crisis grows at one month mark: Israel-Hamas war,ABC News,15400000,7716,79,-1,147,2023-11-07T15:31:20Z,247
Ul-af5X5Mas,Moment of silence in Israel marks month since Hamas attack - ABC News,ABC News,15400000,43924,1215,20,162,2023-11-07T13:02:45Z,44
0W_wV9oD8K8,'The murder of Jews broke that cease-fire': Israel Special Envoy on antisemitism,ABC News,15400000,11105,179,-1,241,2023-11-07T04:00:00Z,329
OVTm0vHXmOE,David Muir presses Netanyahu on whether he takes responsibility for Oct. 7 intelligence failures,ABC News,15400000,77755,484,649,455,2023-11-07T01:34:13Z,64
VjTLJkY4tCU,"Rafah border crossing reopens as Palestinians say death toll tops 10,000",ABC News,15400000,21209,85,-1,48,2023-11-06T18:56:41Z,250
DTutdzy0ghY,Blinken wraps up high-stakes Middle East trip,ABC News,15400000,8367,53,-1,59,2023-11-06T17:07:58Z,225
Qew8ljmQvWo,New Jersey woman talks about fleeing Gaza and having to leave some of her family behind,ABC News,15400000,2108,19,0,10,2023-11-06T16:10:11Z,265
yVrZNYKpfkY,Israeli forces intensify assault on Gaza,ABC News,15400000,94302,1120,-1,539,2023-11-06T15:15:42Z,408
fitzH-9FUC8,Israel advances into Gaza,ABC News,15400000,38269,248,117,203,2023-11-06T12:39:53Z,145
r7yhojaviu4,Palestinian protesters take to the streets of Washington,ABC News,15400000,157747,990,-1,1180,2023-11-06T01:32:09Z,44
w1WO4hWq1NI,Israel intensifying strikes on Gaza,ABC News,15400000,972626,4782,-1,3167,2023-11-06T01:30:26Z,195
GAMHqfjN75I,Thousands of pro-Palestinian demonstrators protest in DC,ABC News,15400000,145273,1356,1357,2051,2023-11-05T17:15:00Z,95
OIw7hQ7Z8bo,Blinken makes unannounced visit to West Bank,ABC News,15400000,17970,154,-1,153,2023-11-05T16:28:10Z,96
w5anvoPsmZ0,Israeli troops encircle Gaza city,ABC News,15400000,376212,3451,681,1973,2023-11-05T15:28:09Z,362
ta9s_uV_Mws,ABC News embeds with IDF inside Gaza,ABC News,15400000,58676,848,-1,321,2023-11-04T18:42:18Z,74
CTp7u3CV9pc,Secretary of State Antony Blinken meets with the King of Jordan,ABC News,15400000,10638,101,9,114,2023-11-04T16:35:00Z,122
EM0BdpuZ5zA,Israel rejects calls for humanitarian pause,ABC News,15400000,61762,858,-1,709,2023-11-04T15:52:47Z,233
751WbTUN2NI,Former ambassador: Gaza civilian deaths are ‘what we have to focus on’,ABC News,15400000,5764,56,-1,50,2023-11-04T02:05:14Z,211
ZKpvX4-n2tI,Hezbollah leader speaks as clashes on Israel’s northern border grow,ABC News,15400000,72634,329,21,191,2023-11-03T18:54:04Z,247
Im7fdggd-Uw,Explosion at major Gaza hospital reported,ABC News,15400000,101750,710,-1,701,2023-11-03T18:37:43Z,224
W5Gt_tcet6Y,Red Cross reportedly asks Hamas if workers can meet hostages in Gaza,ABC News,15400000,11599,110,2,81,2023-11-03T16:11:11Z,260
0IhwdQsBeU4,Explosion reported at Gaza City's largest hospital,ABC News,15400000,63646,483,-1,668,2023-11-03T16:33:38Z,444
wahvAN9Giig,American father learns family member escaped Gaza safely,ABC News,15400000,1329,22,0,2,2023-11-03T15:44:32Z,319
uap0KHPDn3M,New Jersey woman describes harrowing escape from Gaza,ABC News,15400000,3647,30,-1,18,2023-11-03T15:03:53Z,237
8ebugQa1kwM,Blinken arrives in Israel for 2nd time since war with Hamas began,ABC News,15400000,10459,255,-1,163,2023-11-03T14:26:22Z,341
xMVjZfiXiWQ,Blinken delivers remarks following 2nd meeting with Netanyahu since start of war,ABC News,15400000,27045,273,43,400,2023-11-03T14:20:54Z,655
8_CsDtyE4g8,Israel claims Gaza City is surrounded,ABC News,15400000,52822,305,-1,275,2023-11-03T12:42:21Z,138
byHa4SNW6KA,74 Americans with dual citizenship escape from Gaza,ABC News,15400000,14869,113,2,121,2023-11-03T01:37:07Z,266
4BBCt0Qxm-M,Mick Mulroy: 'Anything to facilitate civilians getting out of Gaza needs to happen',ABC News,15400000,2138,20,-1,3,2023-11-03T01:32:08Z,269
BjAZRDWXDxs,House approves $14.3 billion in aid for Israel,ABC News,15400000,16774,178,-1,371,2023-11-03T00:06:00Z,97
FnqMWoVdnfI,House votes on $14.3 billion Israel aid bill,ABC News,15400000,7091,45,0,132,2023-11-02T23:14:17Z,206
-aq_MgCJ06Y,How does Israel's Iron Dome system work? IDF officer explains,ABC News,15400000,15216,137,-1,53,2023-11-02T21:05:02Z,370
WTf7to50h6I,Secretary of state on minimizing harm to civilians in Gaza,ABC News,15400000,12515,298,7,57,2023-11-02T19:25:18Z,44
QcBrhaz5NBc,"Children in Israel and Gaza face lifelong psychological trauma amid ongoing conflict, UNICEF says",ABC News,15400000,1486,21,-1,12,2023-11-02T17:29:44Z,246
FgkOEJLvjac,One of first Americans to escape Gaza describes chaos at Rafah border crossing,ABC News,15400000,4237,41,0,9,2023-11-02T17:20:03Z,235
YAaYUZE61Z0,Rabbi interrupts Biden to call for cease-fire in Gaza,ABC News,15400000,78875,1437,-1,1172,2023-11-02T17:00:22Z,330
CT_LuzChGt8,Cornell to host 'unity day' after threats made against Jewish students,ABC News,15400000,7088,57,-1,87,2023-11-02T15:30:04Z,276
cfSGvpU7XTI,House speaker denounces calls for cease-fire in Gaza,ABC News,15400000,4144,51,5,76,2023-11-02T14:45:40Z,82
9daunnc4_8k,Americans among hundreds allowed to escape Gaza to Egypt for first time since Israel-Hamas war began,ABC News,15400000,44700,393,-1,214,2023-11-02T14:31:42Z,292
hm7beqp4SIc,Biden calls for 'pause' in fighting,ABC News,15400000,81584,502,0,903,2023-11-02T09:54:54Z,129
mp9OTu_yjAI,"Humanitarian organization head: There is ""overwhelming need"" for resources in Gaza",ABC News,15400000,2660,32,-1,34,2023-11-02T02:29:49Z,252
y2IjaElw5Po,5 American aid workers cross from Gaza into Egypt,ABC News,15400000,30710,208,-1,83,2023-11-02T00:12:41Z,283
iOe89Re4Ga0,Parents of Israeli-German woman killed by Hamas on Oct. 7 speaks out,ABC News,15400000,33010,987,20,83,2023-11-01T21:31:39Z,51
9L4MQY0Ge6s,IDF confirms 2nd strike on Jabalia refugee camp in Gaza,ABC News,15400000,204555,1225,-1,1753,2023-11-01T18:41:01Z,292
pBmM5fvQWE8,Gaza is now a 'graveyard for thousands of children': UNICEF,ABC News,15400000,29124,288,9,527,2023-11-01T17:25:30Z,295
5Hi82w5exoA,Officials in Lebanon blame wildfires on Israeli shelling,ABC News,15400000,14343,85,-1,46,2023-11-01T17:22:31Z,253
kchCHHVS8Rw,FBI director: 'Ongoing war' in Middle East increasing terror threats in U.S.,ABC News,15400000,18534,598,15,238,2023-11-01T14:20:05Z,164
c5ZpdyF3e_Y,IDF spokesman defends airstrike on Jabalia refugee camp in Gaza,ABC News,15400000,299837,3704,-1,4377,2023-11-01T00:49:22Z,278
HIPCGcb5B9w,Israel confirms airstrike on refugee camp in Gaza,ABC News,15400000,26497,153,6,308,2023-11-01T09:43:53Z,131
ewgwA41grdQ,Rising tensions on college campuses as Israel's war with Hamas intensifies,ABC News,15400000,25847,204,-1,309,2023-11-01T07:19:36Z,565
Ro1fPWbGZRY,Israel-Hamas war: ‘Mercy Corps is fearing that the worst is yet to come’,ABC News,15400000,5460,50,0,27,2023-11-01T01:54:29Z,240
aB1lgS7255A,IDF strikes refugee camp in Gaza,ABC News,15400000,364580,2725,-1,3092,2023-11-01T01:32:18Z,300
cI6o_TQLj8Y,"Protesters disrupt Senate hearing on aid plan for Ukraine, Israel",ABC News,15400000,32972,372,-1,382,2023-11-01T00:00:16Z,179
Ym9gCq__2ig,Humanitarian group warns of urgent need for aid in Gaza,ABC News,15400000,1449,21,0,15,2023-10-31T18:38:40Z,491
No0mX2aOBug,Massive blast in Jabaliyah refugee camp in Gaza,ABC News,15400000,67501,497,-1,836,2023-10-31T17:25:35Z,223
c96RkzS2RoY,Palestinian-Canadian doctor on dire conditions in Gaza hospitals,ABC News,15400000,1892,28,0,29,2023-10-31T17:02:38Z,189
xdEcfeucUSs,People in Gaza dealing with limited resources,ABC News,15400000,2506,31,-1,25,2023-10-31T16:27:20Z,317
v7JEXdJUOj0,Officials testify at Senate hearing about threats to homeland security fueled by Israel-Hamas war,ABC News,15400000,6771,72,0,59,2023-10-31T15:45:02Z,307
DGwhYQg_0hY,DHS secretary warns of rising antisemitic threats in wake of Hamas attacks,ABC News,15400000,26528,446,-1,90,2023-10-31T14:47:02Z,59
Y-HXtKUBMiw,"Protesters interrupt Senate hearing on aid for Ukraine, Israel, Taiwan and the border",ABC News,15400000,89336,2968,42,1442,2023-10-31T14:32:13Z,352
62e7a2bPm2E,"Senate committee holds hearing on Biden's aid request for Ukraine, Israel and more",ABC News,15400000,1291,18,-1,7,2023-10-31T14:23:03Z,319
Ga4UcAyyY8g,Israel expands ground operation as troops move deeper into Gaza,ABC News,15400000,5685,48,0,40,2023-10-31T11:30:05Z,127
4cDsXvLDkAE,"Gaza relief workers are 'fleeing for their lives,' warns NGO",ABC News,15400000,8598,94,-1,83,2023-10-31T02:45:00Z,303
NAu06St7kG0,IDF spokesperson on rescued hostage: 'A brief moment of something positive',ABC News,15400000,24290,405,-1,149,2023-10-31T02:30:18Z,336
_wBPMTqlKGo,Israel Defense Forces rescue Israeli soldier Ori Megidish taken hostage by Hamas | WNT,ABC News,15400000,25796,202,0,98,2023-10-31T00:10:16Z,316
G3osYUmITvE,NSC spokesperson John Kirby discusses the Israel-Hamas war,ABC News,15400000,27811,248,-1,207,2023-10-30T21:34:30Z,1417
Rbut_1on3DY,Israel PM Benjamin Netanyahu vows to win war with Hamas and 'minimize civilian casualties',ABC News,15400000,45178,518,798,738,2023-10-30T19:18:34Z,300
pWiikG35Qck,Groups concerned about hospitals in Gaza as conflict escalates,ABC News,15400000,1473,38,-1,41,2023-10-30T19:03:53Z,523
KlnjtvqWJ7s,Israeli soldier released after being kidnapped by Hamas,ABC News,15400000,19968,161,-1,190,2023-10-30T17:42:29Z,263
8QFDlqKpyBw,Mob storms Dagestan airport looking for Israelis on jet from Tel Aviv,ABC News,15400000,169341,2618,29,552,2023-10-30T17:37:14Z,60
w_6GavAMvJA,"Palestinian filmmaker, influencer talks about the difficulties of life inside Gaza",ABC News,15400000,5774,40,-1,50,2023-10-30T16:58:50Z,150
YaUEzrCpQtQ,More humanitarian aid arrives in Gaza,ABC News,15400000,4977,46,0,29,2023-10-30T14:52:00Z,555
MzlsmkRZHLE,Israeli police shot dead a Palestinian man who stabbed an officer in Jerusalem,ABC News,15400000,52466,689,-1,132,2023-10-30T14:59:53Z,31
A1s4ezkc_4k,Anti-Israel mob storms Russia's Dagestan airport,ABC News,15400000,16535,77,0,76,2023-10-30T13:42:55Z,122
DdzrzrV_bW0,US is ‘prepared to support humanitarian pauses’ to free hostages: Jake Sullivan | This Week,ABC News,15400000,16490,149,-1,232,2023-10-29T16:44:40Z,492
SNnsofAKD6g,Israel launches second stage of its offensive against Hamas in Gaza | GMA,ABC News,15400000,37222,287,45,148,2023-10-29T14:31:46Z,199
KVAtcaBaUYI,Military analysis on the Israel-Gaza war | GMA,ABC News,15400000,19215,136,-1,128,2023-10-28T18:45:00Z,243
jzO_dYxMOy8,Family says missing man was kidnapped by Hamas | GMA,ABC News,15400000,4070,31,0,20,2023-10-28T18:00:30Z,247
u8gQCT7nv9A,Fears grow over a possible wider war | GMA,ABC News,15400000,19906,144,-1,106,2023-10-28T17:00:40Z,98
YYvUSP9vLEg,Cellphone and internet service disrupted in Gaza | GMA,ABC News,15400000,68254,469,16,699,2023-10-28T15:43:37Z,134
3IcZdT4SNI0,Israel expands ground operations in Gaza | GMA,ABC News,15400000,142299,1286,-1,646,2023-10-28T15:16:33Z,339
lgCL3H0xQfI,How the families of hostages are taking action in Israel | ABCNL,ABC News,15400000,3188,43,-1,16,2023-10-28T04:58:18Z,429
cVG9PZnlHOc,Former commander of US Army Forces: 'This is very dense terrain in Gaza' | ABCNL,ABC News,15400000,23946,185,1,64,2023-10-28T04:04:09Z,269
0gX9vYIZU3g,IDF expands ground operations in Gaza | WNT,ABC News,15400000,129254,1024,-1,651,2023-10-28T00:00:00Z,262
geZpjJkPrek,Mother of 6-year-old Muslim boy stabbed to death in alleged hate crime calls for peace,ABC News,15400000,11579,102,0,31,2023-10-27T19:57:41Z,111
Zz_cO3X35Ts,Israel-Hamas war: Palestinian scholar from Gaza talks about need for cease-fire | ABCNL,ABC News,15400000,3162,29,-1,46,2023-10-27T20:00:37Z,281
Qw7rS1B6Wq4,Israel-Hamas war: father of Israeli child hostages speaks out,ABC News,15400000,47328,424,-1,120,2023-10-27T19:40:32Z,408
0VPzzC_Lrw4,US airstrikes in Syria target Iran-backed groups,ABC News,15400000,138073,1141,560,614,2023-10-27T19:24:42Z,223
U7zHBlfjfUY,Family of Israeli hostage yet to hear from IDF amid ground incursion talks,ABC News,15400000,2471,29,-1,9,2023-10-27T19:11:29Z,185
KYVn9K5pLFA,Israel-Hamas war: IDF says it is 'expanding' ground activity in Gaza',ABC News,15400000,27502,218,11,135,2023-10-27T18:28:07Z,659
HpQ8KhemwtQ,Rocket strikes apartment building in Tel Aviv,ABC News,15400000,55970,708,-1,122,2023-10-27T17:48:46Z,54
hGALBrk34TE,Human rights activist discusses ongoing conflict between Israel and Hamas | ABCNL,ABC News,15400000,5100,83,0,63,2023-10-27T16:56:08Z,480
piBZvEBDfqI,Rocket hits Tel Aviv apartment building | ABCNL,ABC News,15400000,20280,92,-1,58,2023-10-27T16:47:01Z,153
ujvlUJDiprU,Negotiations in progress to release Israeli hostages | ABCNL,ABC News,15400000,2834,22,0,10,2023-10-27T15:15:06Z,229
IbARyMa016Q,Rocket strikes apartment building in Tel Aviv | GMA,ABC News,15400000,15675,125,-1,48,2023-10-27T14:40:39Z,101
pA4MTKiAQBM,Israel conducts tank raid into Gaza Strip as airstrikes continue | WNT,ABC News,15400000,304845,1798,-1,630,2023-10-27T01:15:02Z,89
zxpqlxbRrgI,Amnesty International says Israel’s evacuation orders may amount to war crimes,ABC News,15400000,7587,106,0,139,2023-10-26T17:28:44Z,338
dfyzaU6LLXA,Former Israeli hostage negotiator explains state of play for hostages kidnapped by Hamas,ABC News,15400000,12177,66,-1,39,2023-10-26T16:06:01Z,253
RbeEQZ9Jg3s,Hospital situation in Gaza worsens | ABCNL,ABC News,15400000,2930,34,0,33,2023-10-26T14:45:03Z,310
HKfcE7xL78M,"Woman pleads for help after brother, entire family kidnapped by Hamas | ABCNL",ABC News,15400000,6077,57,-1,13,2023-10-25T23:06:42Z,328
CcJuS3OiHSQ,Lebanese families forced to leave their homes near Israel border,ABC News,15400000,12680,80,-1,53,2023-10-26T03:00:06Z,402
lhFr0Zc_ysw,‘The situation could not be any more dire': Refugee expert on Gaza crisis,ABC News,15400000,1681,13,0,29,2023-10-26T02:45:05Z,265
jZOar7Ztvbo,Israel's ground invasion of Gaza delayed for now | WNT,ABC News,15400000,38165,235,-1,203,2023-10-26T00:40:26Z,266
NfvcGfcW-Yg,Palestinian journalist talks about her family trapped in Gaza,ABC News,15400000,3500,66,14,87,2023-10-25T22:06:12Z,285
L_DrFAoaKHw,Thousands of ultra-orthodox Jewish men sign up for IDF,ABC News,15400000,22385,246,-1,219,2023-10-25T16:44:12Z,238
QkGcDuYZQNI,Tech platforms under scrutiny for war misinformation,ABC News,15400000,1703,24,-1,22,2023-10-25T17:09:56Z,193
ZRHUbUzpxRI,Family member of hostages held by Hamas found home burned down,ABC News,15400000,4476,69,0,11,2023-10-25T15:03:25Z,409
WHuHGG-T5K0,Americans trapped in Gaza beg for help amid siege l Nightline,ABC News,15400000,7366,88,-1,118,2023-10-25T13:09:49Z,576
S7xjsIxda8U,Israel intensifies strikes in Gaza as humanitarian crisis grows l GMA,ABC News,15400000,30825,449,0,228,2023-10-25T14:47:52Z,237
x4QV9zN11dM,2024 candidates sound off on Israel-Hamas war,ABC News,15400000,25411,148,-1,140,2023-10-25T02:15:04Z,313
smU4shHJGms,NYU law student: 'I will continue to speak up for Palestinian human rights',ABC News,15400000,18998,416,675,861,2023-10-25T02:02:21Z,219
55J9Z474KMw,'We are doing everything we can to bring you back home': Brother of hostage,ABC News,15400000,1424,19,-1,5,2023-10-25T01:44:19Z,283
uyeRxnpT5-Y,Sources: Large-scale hostage talks underway | WNT,ABC News,15400000,11433,104,-1,42,2023-10-25T01:00:00Z,350
jGmV0Ewn8fE,Deputy Prime Minister and Foreign Affairs Minister of Jordan on the Israel-Hamas war,ABC News,15400000,3102,34,0,33,2023-10-24T23:07:40Z,306
Zt9PFjukwoU,American man loses five relatives in Gaza air strike,ABC News,15400000,2934,33,-1,34,2023-10-24T19:15:23Z,284
0M0TbYjeNYw,National Security Council spokesperson: We are actively trying to get Americans out of Gaza,ABC News,15400000,2870,28,0,15,2023-10-24T18:37:46Z,289
ZB1u8QC4VZ4,Israeli hostage’s boyfriend recalls music festival attack by Hamas,ABC News,15400000,40446,249,-1,103,2023-10-24T18:17:41Z,282
oi9A3nlbt7Q,Amount of aid reaching Gaza coming up short of what is needed,ABC News,15400000,1471,17,-1,24,2023-10-24T18:14:02Z,166
TNcLmhnpdk4,"Palestinian Red Crescent: hospitals are overwhelmed, lacking medical supplies and medicine in Gaza",ABC News,15400000,2776,29,0,27,2023-10-24T17:10:31Z,312
niwFIgERb_I,"Doctors Without Borders says situation facing hospitals in Gaza is 'untenable, absolutely horrific'",ABC News,15400000,4668,48,-1,28,2023-10-24T17:08:19Z,247
x6T0M5w_bHc,Egyptian Food Bank CEO on difficulties getting aid into Gaza,ABC News,15400000,1987,17,0,16,2023-10-24T17:09:49Z,299
ucgsFHgQk_k,Israeli hospital prepares for war casualties | ABCNL,ABC News,15400000,1765,17,-1,6,2023-10-24T16:08:52Z,208
